Topic,Count,Name,Representation,Representative_Docs
-1,75605,-1_thriller_comedy_drama_fiction,"['thriller', 'comedy', 'drama', 'fiction', 'horror', 'john', 'michael', 'fantasy', 'romance', 'jack']","[""TITLE: I Saw What You Did\nGENRES: Thriller, Horror, Drama\nYEAR: 1988\n\nPLOT FRAGMENT (3/4):\nAfter she drives away, Stephen drops by and informs him that he informed Robyn about his mental problems. Back at home, Louis and his friends finally drop by Kim's house to pick up Lisa. Not wanting to ditch Kim, she decides not to go with him. Kim still feels hurt, though, for finding out Lisa only used her for meeting friends, and Lisa soon leaves. Meanwhile, Adrien is on his way to Kim's house, but a policeman is behind him, trying to pull him over for speeding. After successfully losing him, he soon arrives at Kim's house. Upon confronting her, she admits she prank called him. They are interrupted by a phone call from Lisa, informing Kim that she just heard on the news that Adrien murdered his girlfriend and that he is now presumed dead. Kim tries to warn the police, but Adrien stops her, setting the house on fire. Julia attempts to go out, but Kim stops her, explaining that Adrien is outside, not knowing that he is in fact inside. He attempts to kill Kim, but she and Julia are eventually able to get outside. After Kim and the police arrive, they witness Adrien running outside, burning alive. One night, after the incident is over, Kim receives a phone call from Stephen, who"", 'TITLE: S. Darko\nGENRES: Thriller, Crime Fiction, Science Fiction, Supernatural, Psychological thriller, Mystery, Coming of age, Fantasy, Teen\nYEAR: 2009\n\nPLOT FRAGMENT (2/5):\na party, where he tells her of his brother who went missing and how hard it has been on his family. Future Samantha stands in the middle of a road and is nearly hit by a car; Justin sees her and is entranced. Her ghost takes him to the local nondenominational church and commands him to burn it down. The next day they find Justin\'s dog tags in the ashes of the church. Samantha runs into Jeremy, who is beginning to show signs of radiation exposure. Subsequently, Justin has begun working on forging a bunny-skull mask out of metal, saying he needs to help ""his princess."" Samantha wanders the town and soon encounters Randy and Corey. Samantha tells Corey how she wants to get out of town but the two get into a fight. Samantha runs away, and Randy\'s car is unexpectedly run into by another car, pushing his car into Samantha and killing her. Corey is full of anguish about her best friend\'s death. She finds a book about time travel as well as a story Samantha wrote as a child, entitled The Last Unicorn, about a princess and a boy named Justin. A boy appears, and commands Corey to come with him in order to save Samantha. She follows him to a cave where she goes through a portal that takes', 'TITLE: Wristcutters: A Love Story\nGENRES: Romantic comedy, Heaven-Can-Wait Fantasies, Indie, Fantasy, Comedy, Drama, Black comedy, Romance Film\nYEAR: 2006\n\nPLOT FRAGMENT (3/6):\nobsession with the people in charge, she reveals the nature of the mistake. She accidentally overdosed on heroin, with no intention of killing herself, and thus did not commit suicide. Eugene meets a young woman, Nanuk, whom he romances. Just as Mikal and Zia discuss their plans to leave Kneller\'s camp to resume their searches, another camper Yan ([[John Hawkes  emerges from the woods with news of Kneller\'s dog Freddy, who he claims is being held hostage by ""Messiah King"" and his hundreds of followers. Kneller, Zia, Mikal, and Yan set off in search of King and Kneller\'s dog. Along the way the group becomes lost, and end up bedding down for the night. Mikal and Zia, who are out gathering wood to keep a fire going, discover an ocean shore nearby, where they share a passionate night. In the morning, Kneller happens upon them lying together on the rocky shore littered with used condoms and syringes. The group continues and eventually reaches King\'s camp, which is a large cult compound filled with followers who are waiting for King to perform a ""real"" miracle – to separate his soul from his body. Kneller gains audience with King  to get his dog back, where Zia finds his ex-girlfriend,']"
0,22889,0_movies_age_drama_bollywood,"['movies', 'age', 'drama', 'bollywood', 'role', 'unknown', '04', 'documentary', 'musical', '08']","['TITLE: Kireedam\nRELEASE DATE: 2007-07-20\nGENRES: Drama\nRUNTIME: Unknown min\nBOX OFFICE: Unknown Box Office\nCAST PART 1: Trisha Krishnan as Divya (Age: 24); Santhanam as Balasubramaniam (Age: 27); Cochin Haneefa as Chellapaandi (Age: 56); Vivek as Unknown Role (Age: 45); Ajith Kumar as Shaktivel R. (Age: 36); M. S. Bhaskar as Unknown Role (Age: 57); Rajkiran as Unknown Role (Age: 52); Nellai Siva as Unknown Role (Age: N/A); Devadarshini as Unknown Role (Age: N/A)\nCONTENT TYPE: Movie Technical Specs and Cast List.\n', 'TITLE: Hoppet\nRELEASE DATE: Unknown date\nGENRES: Drama\nRUNTIME: Unknown min\nBOX OFFICE: Unknown Box Office\nCAST PART 1: Cast details unavailable\nCONTENT TYPE: Movie Technical Specs and Cast List.\n', 'TITLE: Aadu Puli Atham\nRELEASE DATE: Unknown date\nGENRES: Thriller, Action, Drama\nRUNTIME: 143.0 min\nBOX OFFICE: Unknown Box Office\nCAST PART 1: Kamal Haasan as Unknown Role (Age: N/A); Rajnikanth as Unknown Role (Age: N/A); Sripriya as Unknown Role (Age: N/A)\nCONTENT TYPE: Movie Technical Specs and Cast List.\n']"
1,10491,1_vikram_krishna_bollywood_kumar,"['vikram', 'krishna', 'bollywood', 'kumar', 'sandhya', 'singh', 'indian', 'mumbai', 'shekhar', 'tamil']","['TITLE: Qayamat Se Qayamat Tak\nGENRES: World cinema, Action/Adventure, Musical, Drama, Romantic drama, Romance Film, Bollywood\nYEAR: 1988\n\nPLOT FRAGMENT (2/3):\nhis dreams. In a twist of fate, Raj and his buddy go to Dhanakpur to clear his family\'s land deal. While returning home, Raj falls for Rashmi , a relative of Raghuveer Singh. Raj sneaks into Rashmi\'s birthday bash. The two meet again at a holiday spot. They become lost in the forest and fall in love while finding a way out together. Raj finds out about Rashmi\'s family but is unable to tell her the truth. When Randhir Singh, Rashmi\'s father, finds out about the affair, he immediately arranges Rashmi\'s wedding. The two lovers take on their families and elope, dreaming of an idyllic life together. Furious, Randhir hires a contract killer to kill Raj. The lovers have a brief interval of happiness. They stay in a deserted fort, happy in their own paradise. When Randhir gets to know their whereabouts, he goes there to bring Rashmi home and ensure that Raj is killed. Randhir\'s mother does not wish for this so she goes to Dhanraj and tells him to save them. Raj leaves the fort to bring some wood for their house. While Raj is away, Randhir meets with Rashmi and tells her to come home; he has ""accepted their love"". Rashmi is overjoyed at her father\'s words, not knowing the truth. In the', ""TITLE: Raam\nGENRES: Comedy film\nYEAR: 2009\n\nPLOT FRAGMENT (1/4):\nRam ,a final year B.E student studying in Bellary comes to visit his joint family in Mysore in the vacation. His cousin's marriage is fixed. But his cousin loves another NRI Boy . Knowing this Raam helps his cousin to get her married to her lover. His uncle gets angry and throws him out of the house. He goes back to his university. He sees a girl  and falls in love at first sight. His friend gets depressed on losing his lady love as her parents disapproved their marriage and fixed her marriage with another boy. Ram decides to bring her and get her married to her friend. He goes to R.R. Kalyana Mantapa kidnaps the bride unconscious and brings her. And later gets to know that he has kidnapped the wrong bride. When Ram saw the girl he becomes happy for it was the girl Pooja  he loved. When she gained conscious she is extremely happy as she did not wanted to get married. She forces Ram and his Friends to leave her to the Bus stand. To escape from the goon Ram and pooja gets lost in the forest. They find the way out of the forest and leaves her to the Bus Stand where he meets his friend. They leave Pooja and carry on. She calls her friend and gets to know that it takes 15 days for her"", ""TITLE: Yeh Hai Jalwa\nGENRES: Musical, World cinema, Bollywood, Comedy\nYEAR: 2002\n\nPLOT FRAGMENT (1/5):\nThe story is about orphaned Raju  a business man in India. Whilst his mother died when he was very young, his father had already left her. At work, Raju witnesses Rajesh Mittal  winning an award on TV. Raju realizes that Rajesh is none other than his dad, and leaves immediately for London. At the airport, he meets Sonia Singh  who has too much luggage and tries to get Raju to hold it. Raju understands her plan, and it backfires on Sonia. The two then begin to believe they love each other. After this, Raju finds Rajesh and tells him the truth. He then finds out that Rajesh is already married to Smitha  and has two kids, Rinkie  and Bunty. Rinkie is about to get married to Vicky  but she is unaware of his drug dealings. Raju gives Rajesh eight days to break the news to his family and call Raju his son or he’ll tell the family himself. After he leaves, Rajesh gets afraid, and hires gangsters to attack him. On his way out, Raju gets beat up by the hired gangsters, though later rescued by Shera , also an Indian living in London. He saves Raju from getting beat up, and helps him as well. He advises Raju to go into Rajesh's house as a family friend, and that he should get to know the""]"
2,4946,2_jin_kung_martial_wong,"['jin', 'kung', 'martial', 'wong', 'samurai', 'zhang', 'chinese', 'feng', 'ming', 'chen']","['TITLE: The Karate Kid\nGENRES: Action/Adventure, Japanese Movies, Family Drama, Remake, Sports, Martial Arts Film, Drama, Family Film, Action, Chinese Movies\nYEAR: 2010\n\nPLOT FRAGMENT (2/4):\npeace. Li, who teaches his students to show no mercy to their enemies, challenges Dre to a fight with Cheng. When Han declines, Li says they will not be allowed to leave his school unless Dre or Han fights. Han acquiesces, but insists the fight take place at an upcoming tournament, and that Li\'s students leave Dre alone until the tournament. Li agrees, but tells Han that if Dre does not show up during the tournament he will personally bring pain to Han and Dre. Dre is shocked when Han tells him that he will fight in a kung fu tournament. Han promises to teach Dre ""real"" kung fu. Han begins training Dre, but Dre is frustrated that Han merely has him spend hours taking off his jacket, hanging it up, dropping it and putting it on again. After days of this, Dre refuses to continue until Han demonstrates that the repetitive arm movements were Han\'s method of teaching Dre martial arts techniques, which Dre displays instinctively when prompted by Han\'s mock attacks. Han emphasizes that the movements Dre is learning apply to life in general, and that serenity and maturity, not punches and power, are the true keys to mastering the martial arts. As Dre\'s friendship with Mei Ying continues,', ""TITLE: Ninja in the Dragon's Den\nGENRES: Martial Arts Film, Chinese Movies\nYEAR: 1982\n\nPLOT FRAGMENT (1/2):\nIn Japan of the Tokugawa Ieyasu period, a young ninja named Jin Wu  wantonly kills samurai and other government officials, leaving his clan to face the blame. When they start hunting him down, Jin Wu and his wife Akane sail to China both to escape their wrathful kinsmen, and for Jin Wu to complete revenge by finding the last man he holds responsible for his father's death. That man, Fukuda, leads a peaceful life as a mirror maker under the name of Uncle Foo. He has a young protégée, however: Jay , a smug martial artist who constantly tries to prove himself by taking up every opportunity to fight. Jay also constantly teases his lecherous servant Chee  and takes few things very seriously. However, as he sees his surrogate father attacked, Jay immediately rushes to his aid, but during several clashes he has to find out that he and the ninja are evenly matched. Eventually, it is revealed that Jin Wu’s father was not killed by his clan members; he had died as a hero in a rebellion instead. Ashamed of his own cowardice in escaping to China years before following that attempted uprising, Foo makes peace with Jin. But before their final encounter, Foo took poison to restore his honor by"", ""TITLE: Vengeful Beauty\nGENRES: Martial Arts Film, Chinese Movies\nYEAR: 1978\n\nPLOT FRAGMENT (1/1):\nAs the trained Flying Guillotine assassins secretly working for the Emperor begin their attacks, one of the assassins  is caught by local security forces. Flying Guillotine leader Jin Gang-feng  is ordered to kill every witness including the prison interrogator and his family to keep the assassins a secret. Rong Qiu-yan  returns home to find her dead husband and immediately fingers Gang-feng. With her superior kung fu, she nearly kills him, but retreats to protect her unborn child. Now Gang-feng is in deep trouble. He's told the Emperor under threat of execution that all witnesses are dead. In order to keep his head, Gang-feng turns to his three adult children to quickly hunt down and kill Qiu-yan who is now attempting to reach her uncle. As the hunt begins, Qiu-yan hooks up with a former Flying Guillotine member named Ma Seng  and her old martial brother Wang-jun  who both help her along the way and become rivals in their love for her.""]"
3,3060,3_thriller_suspense_gangster_crime,"['thriller', 'suspense', 'gangster', 'crime', 'killer', 'detective', 'fiction', 'suspect', 'robbery', 'detectives']","[""TITLE: Armored Car Robbery\nGENRES: Crime Fiction, Thriller, Gangster Film, Heist, Caper story, Black-and-white, Drama, Crime Thriller, Film noir\nYEAR: 1950\n\nPLOT FRAGMENT (1/2):\nMastermind Dave Purvis ([[William Talman  is a professional criminal who devises a scheme to rob an armored car on its last pickup of the day. He recruits Benny McBride to his gang of thieves. Benny needs money because Yvonne , his striptease artist wife, has lost interest in him and is seeing another man. But the man she is two-timing Benny with turns out to be Purvis. The robbery itself, at Wrigley Field in Los Angeles, begins as planned but then goes badly wrong when a passing police patrol car intervenes. Purvis kills one of the police officers from the patrol car and he and his fellow robbers make their getaway. Lt. Jim Cordell , the dead policeman's partner, takes it upon himself to bring in his partner's killer and throws himself into the case, assisted by a rookie offsider. Meanwhile, Purvis's gang unravels bit by bit as distrust and paranoia begins to build. Benny, wounded by police during the heist, is killed by Purvis as he demands his share of the loot from the robbery and attempts to seek medical help. Gang member Al Mapes ([[Steve Brodie  gets away and looks up Yvonne at the Burly Q where she works, intending to use her as a means to find Purvis, who has kept all the"", ""TITLE: Judgment Night\nGENRES: Thriller, Crime Fiction, Japanese Movies, Psychological thriller, Action/Adventure, Crime Thriller, Action Thrillers, Action\nYEAR: 1993\n\nPLOT FRAGMENT (6/7):\nthe remaining members of Fallon's gang find the body of Sykes. A comment made by one of the gang members annoys Fallon and he drowns him. While hiding once more in an abandoned building, the three remaining friends see a bus and try to flag the driver down. The driver sees them but, thinking they are trouble, decides to drive off leaving them behind. Searching for help, the guys find a swap meet and Mike breaks a window in the hopes it will trigger the alarm and bring the police. Shortly afterwards, they realize that Fallon has found them once more. The last remaining member of Fallon's gang, Rhodes ([[Everlast  is shot dead by Mike, but in the process Mike is shot in the stomach. John goes to help Mike but Fallon shoots him in the leg. Frank leads the wounded Mike and John to a bathroom closet where they hide. Frank gets to the security office and activates a silent alarm. Knowing that the three can run no longer, Frank draws out Fallon, leading him away from the wounded Mike and John. After a struggle between the two, Frank pushes Fallon off the stairs, causing him to fall to his death. Afterwards the police arrive, and Frank takes them to where his friends are. The movie ends"", ""TITLE: Cowboys & Aliens\nGENRES: Thriller, Science Fiction, Adventure, Science fiction Western, Action/Adventure, Western, Fantasy, War film, Drama, Action\nYEAR: 2011\n\nPLOT FRAGMENT (4/5):\nafter she was used in an alien experiment, but he escaped, inadvertently stealing the alien weapon in the form of a gauntlet. He could also remember the location of the aliens' base of operations. Armed with this knowledge, the group, now led by Dolarhyde, prepares to attack the aliens' grounded mothership. Jake returns to his old gang and persuades them to join the fight. In a sneak attack, the humans breach the spaceship by destroying the shuttle bay, forcing the aliens into a ground battle. Jake and Ella board the ship and free the captives, but Jake is captured. Dolarhyde rescues him and both men escape the ship after killing the alien responsible for Alice's death. As the remaining aliens are taking off in their damaged craft, Ella sacrifices herself, destroying the ship using Jake's gauntlet. Jake's memory partially returns, and some abducted townsfolk begin to remember their past. Still a wanted man, Jake decides to leave; the sheriff and Dolarhyde say they will claim that he was killed in the invasion. The citizens intend to rebuild the town with the expectation that the newly discovered gold mine will soon bring many new settlers. Jake kindly rejects Dolarhyde's offer to""]"
4,2925,4_outlaws_outlaw_roy_johnny,"['outlaws', 'outlaw', 'roy', 'johnny', 'marshal', 'ollie', 'linus', 'jim', 'sheriff', 'wild']","['TITLE: How the West Was Won\nGENRES: Adventure, Epic Western, Epic, Western, Drama, Romance Film, Action\nYEAR: 1962\n\nPLOT FRAGMENT (4/6):\nto rid the South of two of its greatest enemies and tries to shoot them, leaving Zeb no choice but to stab and kill him. Afterwards, Zeb rejoins the army. When the war finally ends, he returns home, only to find his mother has died. She had lost the will to live after learning that Linus had been killed. Zeb gives his share of the family farm to his brother, who is more tied to the land, and leaves in search of a more interesting life.   Following the daring riders from the Pony Express and the construction of the transcontinental telegraph line in the late 1860s, two ferociously competing railroad lines, the Central Pacific Railroad and the Union Pacific Railroad, one building west and the other east, open up new territory to eager settlers. Zeb becomes a lieutenant in the U.S. cavalry, trying to maintain peace with the Indians with the help of grizzled buffalo hunter Jethro Stuart , an old friend of Linus. When ruthless railroad man Mike King  violates a treaty by building on Indian territory, the Arapaho Indians retaliate by stampeding buffalo through his camp, killing many, including women and children. Disgusted, Zeb resigns and heads to Arizona. An entire subplot starring', 'TITLE: Station West\nGENRES: Western, Film noir, Black-and-white\nYEAR: 1948\n\nPLOT FRAGMENT (1/1):\nTwo soldiers have been robbed and murdered while guarding a shipment of gold. Into town rides Haven, a military intelligence officer traveling incognito. A beautiful saloon singer catches Haven\'s eye. After he meets Mrs. Caslon, who owns the gold mine, Haven hears that someone called ""Charlie"" is the brains behind the scenes. He finds out to his surprise that Charlie is the singer. Charlie\'s lawyer, Bristow, is $6,000 in her debt and therefore might be involved in the gold theft. Haven beats up Charlie\'s saloon bouncer in a fight and is offered a job as transport chief for the gold. On the stagecoach, driver Goddard is killed and Haven knocked cold. Bristow comes to kill him, but Haven gets the upper hand. Bristow is shot by men named Prince and Marion. After persuading the sheriff to arrest him for the crime, Haven escapes, shoots Marion and learns that Charlie\'s men plan to disguise themselves as military officers to steal more of Mrs. Caslon\'s gold. Prince sneaks up intending to shoot Haven, but his bullet hits Charlie instead. Haven does away with Prince and rushes to Charlie\'s side. She tells Haven she loves him before dying in his arms.', ""TITLE: The Outlaw\nGENRES: Action/Adventure, Western, Action, Biopic [feature]\nYEAR: 1943\n\nPLOT FRAGMENT (1/4):\nSheriff Pat Garrett ([[Thomas Mitchell  welcomes his old friend Doc Holliday  to Lincoln, New Mexico. Doc is looking for his stolen horse and finds it in the possession of Billy the Kid . Despite this, the two gunfighter take a liking to each other, much to Pat's disgust. This does not prevent Doc from trying to steal the horse back late that night, but Billy is waiting for him outside the barn. Billy decides to sleep in the barn, and is shot at. He overpowers his ambusher, who turns out to be curvaceous young Rio McDonald , out to avenge her dead brother. The next day, a stranger offers to shoot Pat in the back while Billy distracts the lawman. However, he is only setting the Kid up. Billy, suspicious as always, guns him down just before getting shot himself. There are no witnesses, and Pat tries to arrest Billy. Pat does not understand when Doc sides with the Kid. As the pair start to leave, Pat shoots Billy, forcing Doc to shoot the gun out of his hand and kill two of Pat's men. Doc takes Billy to the home of Rio and her aunt, Guadulupe . With a posse out searching, Doc rides away. Instead of killing the unconscious Kid, Rio instead nurses him back to health, a process that""]"
5,1737,5_dracula_undead_horror_demonic,"['dracula', 'undead', 'horror', 'demonic', 'vampire', 'haunted', 'vampires', 'demons', 'halloween', 'supernatural']","[""TITLE: Dracula: Dead and Loving It\nGENRES: Parody, Horror, Absurdism, Comedy, Slapstick, Horror Comedy\nYEAR: 1995\n\nPLOT FRAGMENT (3/4):\nher to be his undead bride throughout eternity. He spirits her away to Carfax Abbey, where they dance, and he sucks her blood. The following morning, she is unusually frisky, and tries to seduce the prudish Jonathan. Van Helsing becomes suspicious at this strange behavior. Noticing a scarf around Mina's neck, he removes it, revealing two puncture marks. Van Helsing devises a plan to reveal Count Dracula's secret identity. He invites the Count to a ball, and places a huge mirror, covered with a curtain, on one of the walls. The curtain over the mirror is dropped, and guests are stunned to see that Dracula has no reflection. Dracula grabs Mina and escapes out a window. Van Helsing deduces that Renfield is Dracula's slave, and thus might know where he keeps his coffin. He lets him out of his cell, and the three men secretly follow him to Dracula's lair. Once discovered, the Count locks himself in a room to finish making Mina his bride. His pursuers break down the door, and they fight. Van Helsing, noticing sunlight creeping into the room, starts opening the blinds. As his body begins to burn, Dracula transforms himself into a bat to flee, but is inadvertently killed by the inept"", ""TITLE: Count Dracula\nGENRES: Horror\nYEAR: 1970\n\nPLOT FRAGMENT (4/5):\nand insects in order to consume their life, believing that with each life he consumes he gains that life. He also seems to act violently whenever Dracula is around. Lucy eventually dies while her men helplessly look on. As Van Helsing suspected, Lucy has become one of the undead and murders a young child, but the ordeal is put to an end when Quincey, Seward and Van Helsing ambush Lucy in her tomb, stake her through the heart and decapitate her. Harker, now in full health, comes around and joins the group who now are sure that Count Dracula is their vampire. Dracula then turns his attention to Mina and begins corrupting her as well. Around this time, Van Helsing suddenly has a stroke and remains in a wheelchair. Dracula visits the weakened man, mocking his attempts to destroy him. Quincey, Harker and Seward track Dracula to an abandoned abbey, only to find out he has fled back to Transylvania with the aid of a traveling Gypsy band. As Count Dracula's Gypsy servants take him back to his castle, he is trailed by Harker and Quincey. After battling the Gypsies, the two heroes find Dracula's coffin and set it on fire. Dracula, unable to save himself due to the sun still being up, is"", ""TITLE: Dracula: Dead and Loving It\nGENRES: Parody, Horror, Absurdism, Comedy, Slapstick, Horror Comedy\nYEAR: 1995\n\nPLOT FRAGMENT (2/4):\nwith Lucy and, later that night, enters her bedroom and feeds on her blood. The next day, Mina discovers Lucy still in bed late in the morning, looking strangely pale. Seward, puzzled by the odd puncture marks on her throat, calls in an expert on obscure diseases, Dr. Abraham Van Helsing . Van Helsing informs the skeptical Dr. Seward that Lucy has been attacked by a vampire. After some hesitation, Seward and Harker allow garlic to be placed in Lucy's bedroom to repel the vampire. Dracula uses mind-control to make Lucy leave her room, and kills her in the garden. Van Helsing meets Dracula and begins to suspect him of being the local vampire. Lucy, now a vampire herself, rises from her crypt, drains the blood from her guard, and tries to attack Harker. Van Helsing rushes in just in time and chases her back to her coffin with a crucifix. Jonathan drives a stake into Lucy's heart, allowing her to at last rest in peace. Dracula's next victim is Mina, but he has bigger plans for her; he wants her to be his undead bride throughout eternity. He spirits her away to Carfax Abbey, where they dance, and he sucks her blood. The following morning, she is unusually frisky, and tries to seduce""]"
6,1618,6_enrique_mario_alberto_maria,"['enrique', 'mario', 'alberto', 'maria', 'lorenzo', 'maría', 'juan', 'carlos', 'vito', 'roberto']","[""TITLE: Embrace Me Tightly\nGENRES: World cinema\nYEAR: 2001\n\nPLOT FRAGMENT (2/3):\nleaves Cristina blind, in order to have Cristina's fortune. Federico is happy about the arrival of his nephew Carlos Manuel to the hacienda. He is a young, handsome, and daring man who has recently completed his studies of medicine overseas. Carlos Manuel falls in love with Déborah Falcón, without knowing that she is the lover of his uncle. When Federico finds out about this relationship, he opposes it and separates Déborah from his nephew. Meanwhile, from the moment she meets Carlos Manuel, María del Carmen falls in love with him—the two end up together, provoking hate in Déborah, who, along with Federico, tries to separate the young couple. They achieve is the separation of the two lovers, but they aren't able to destroy the love that Maria del Carmen and Carlos Manuel feel for each other. Carlos Manuel finally has his teacher, friend, and specialist in ophthalmology review Cristina's case of blindness to see if he can operate on her. Dr. Angel Luis Robles secretly falls in love with Cristina and has a great interest in helping Cristina recover her sight again. The two form a very special friendship and love despite Cristina's marriage to Frederico. Until his untimely demise,"", ""TITLE: Celos\nGENRES: Romantic drama, Romance Film, Drama, World cinema\nYEAR: 1999\n\nPLOT FRAGMENT (2/4):\nhim. Unconvinced, Antonio visits Carmen's best friend, Cinta, a salesgirl in a shoe shop. She tells him that the guy was José—someone she, not Carmen, bedded. But Antonio is still suspicious. Knowing that Cinta is a big flirt now in a relationship with her boss after dumping Luis, Antonio does not really believe her. Consumed by increasing jealousy Antonio explodes and violently confronts Carmen who breaks up their engagement the same day she was trying out her wedding gown. Remorful of his actions, thinking that he went way too far, Antonio recruits the help of Luis and Cinta to ask Carmen to forgive him. Carmen still loves Antonio and they get back together. Though eaten up with jealousy, Antonio goes ahead and marries Carmen, who tries to distract him with passionate sex and promises that she wants only to be a perfect wife and get pregnant. The couple happily settle into their new home. However, once he is back on the road with his truck, Antonio plods ahead with his investigation into José's identity. From then on, he would not stop until he finds who is the man in the photograph and what was his relationship with Carmen. Antonio wants to know the truth that he feels"", ""TITLE: Luna Caliente\nGENRES: Thriller, Erotic Drama, Drama, World cinema\nYEAR: 2009\n\nPLOT FRAGMENT (2/3):\nhe takes her initial favorable response as an invitation to go further. He rapes her. Since Ramona's mother is sound sleep and her father is by then drunk nobody hear her cries for help. Juan, who believes he has killed the girl, frightened out of the house and tries to leave when he is surprised by his host, who knows nothing about what happened, and drunk as he is wants to go with him to a nearby brothel. Juan is unable to resist Dr Miniente insistence once he is inside the car and reluctantly agrees to give him a ride to a brothel. At one point they are stopped and interrogated by civil guards but are allowed to go their way. Dr Mininente insists that he wants to party even tough the sun is already risen. A heavy argument between the two men ends with the desperate Juan brutally hitting his heavily drunk friend. Juan leads the car to the side of a bridge, places his friend at the steering wheel and makes the car fall into the river. By early morning, Juan returns to his mother’s house hitchhiking. His sister Cristina, a secret member of the illicit communist party, is following the news of the military trial against the members of ETA. Ramona looks for Juan. He apologizes but""]"
7,1307,7_lgbt_gay_homosexuality_comedy,"['lgbt', 'gay', 'homosexuality', 'comedy', 'sexuality', 'david', 'sexual', 'drama', 'romance', 'sex']","[""TITLE: Leaving Metropolis\nGENRES: LGBT, Ensemble Film, Indie, Gay, Gay Interest, Drama, Gay Themed, Romantic drama\nYEAR: 2002\n\nPLOT FRAGMENT (1/3):\nDavid  is a well-known artist who is blocked. He decides to take a job as a waiter to try to find inspiration. His friend and roommate Shannon , a pre-op male-to-female transsexual, stumbles across the Main St. Diner, owned by Matt  and Violet , who are looking for a waiter. David gets hired and quickly becomes close with the couple although they don't know of his standing in the art community and are surprised to learn that he's gay. David's friend Kryla , a columnist for the Winnipeg Tribune, tracks David down at the diner against his wishes. An annoyed David demands that she write up the diner in her column, which she does. The diner's business picks up considerably. Shannon, whose sex reassignment surgery has been repeatedly delayed because of her HIV-positive status, begins to become ill. David has a painting installed and Kryla gets his photo in the paper. Matt and Violet see the photo and realize that he's famous. David and Matt start hanging out. Matt, who had tried his hand at drawing comic books, pesters David to show him his paintings but David resists. Matt confesses that he had once fallen in love with another man in college although he hadn't acted on it. David,"", ""TITLE: Scenes of a Sexual Nature\nGENRES: Romantic comedy, Ensemble Film, LGBT, Drama, Comedy, Romantic drama, Romance Film\nYEAR: 2006\n\nPLOT FRAGMENT (3/4):\nbut she becomes annoyed with him. She suddenly orders him to have sex with her right away but subsequently leaves him with his pants around his knees. Noel re-appears in the film several times as he chances upon other characters. Gay life-partners Billy  and Brian  are also lying on the grass, discussing other gay men and The Good Life. Billy has trouble giving up casual sex with other men, while Brian wants him to be faithful to him. They later talk about adopting children, which Billy wants but Brian doesn't. Billy promises to give up casual sex when the two adopt children, which convinces Brian to think about it. However, seconds later Billy runs off in pursuit of an attractive man who passed them. Peter Brian Maxwell  and Sara Louise Williams  meet on a different bench. It transpires that they are married and have a seven-year old daughter, Eve , but are getting divorced from each other. However, they have mixed feelings about this because they still care for each other. Louis  meets Esther  and discusses Louis' father's funeral. Louis presents Esther with tickets for a holiday in Barbados. They discuss a variety of issues like a traditional couple, but in the end it"", 'TITLE: Edge of Seventeen\nGENRES: LGBT, Comedy-drama, Gay, Gay Interest, Coming of age, Comedy, Gay Themed, Drama, Teen\nYEAR: 1999\n\nPLOT FRAGMENT (3/4):\n""fag hag"", and leaves. He follows Maggie, but she is really upset at Eric for previously leading her on. Eric goes back to the club to find Jonathan, only to discover that he is already gone. He goes to the Ohio State dorms in hopes of finding him, but decides to find Rod instead. They go back to Rod\'s room where they end up having sex for the first time. Eric is shown to be uncomfortable during it, and leaves after Rod falls asleep. When Eric goes home, he is ambushed by his mother, Bonnie, about his recent behavior and appearance, and says that people are getting the wrong idea about him. Eric leaves, and goes to see Angie. While at her house, Angie explains to Eric that it\'s difficult to accept yourself for who you really are, and that he should give himself some time. He reconciles with Maggie in order to have a normal heterosexual relationship, but quickly realizes that it was a mistake after sleeping together. Crestfallen at his rejection and his willingness to toy with her affections, Maggie ends the friendship. After she leaves, Eric\'s mother confronts him about a pair of matches she found in his clothes that were from the bar. He quickly denies ever going to the']"
